Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: feedback,randomiser-wisg
1,1758455580192,21/09/2025 11:53,1758459180192,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,sep_blocks
2,1758455581947,21/09/2025 11:53,1758459181947,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,instructions,instr,fd1y9j,1,continue,,1762.7,1749.6000000000001,1762.7,1762.7,1749.6000000000001,1762.7,1,0,0,,Click To Continue,Continue Button,2,object-21,instructions,,,,sep_blocks
3,1758455583903,21/09/2025 11:53,1758459183903,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,Screen 2,9ngvmk,1,continue,,1967.4999999999995,1967.4999999999995,1967.4999999999995,1967.4999999999995,1967.4999999999995,1967.4999999999995,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
4,1758455587446,21/09/2025 11:53,1758459187446,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,true,3545.2999998092655,3533.1000000000004,3545.2999998092655,3545.2999998092655,3533.1000000000004,3545.2999998092655,0,0,0,,Click Response,true response,8,object-13,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
5,1758455589755,21/09/2025 11:53,1758459189755,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,next,5854.900000190735,5848.1,5854.900000190735,5854.900000190735,5848.1,5854.900000190735,0,0,0,,Click Response,Click To Continue,7,object-22,test item,NASA's new IMAP probe will give a new insight into puzzling spots on the surfact of the sun,false,IMAP will measure the streams of charged particle that create solar flares,sep_blocks
6,1758455591714,21/09/2025 11:53,1758459191714,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,Screen 2,9ngvmk,1,continue,,1961.2999999999993,1961.2999999999993,1961.2999999999993,1961.2999999999993,1961.2999999999993,1961.2999999999993,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
7,1758455594192,21/09/2025 11:53,1758459194192,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,true,2482.399999809266,2468.800000000001,2482.399999809266,2482.399999809266,2468.800000000001,2482.399999809266,1,0,0,,Click Response,true response,8,object-13,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
8,1758455595155,21/09/2025 11:53,1758459195155,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,next,3445.2999999046333,3434.4000000000015,3445.2999999046333,3445.2999999046333,3434.4000000000015,3445.2999999046333,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Obi-Wan Kenobi only appears for 20 mins in Star Wars in the original Star Wars movie,true,The actor Alex Guinnes ended up earning an estimated $95 million from his appearence,sep_blocks
9,1758455597114,21/09/2025 11:53,1758459197114,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,Screen 2,9ngvmk,1,continue,,1965.7999999999993,1965.7999999999993,1965.7999999999993,1965.7999999999993,1965.7999999999993,1965.7999999999993,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
10,1758455600080,21/09/2025 11:53,1758459200080,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,true,2970.4000000953674,2966.2000000000007,2970.4000000953674,2970.4000000953674,2966.2000000000007,2970.4000000953674,1,0,0,,Click Response,true response,8,object-13,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
11,1758455600871,21/09/2025 11:53,1758459200871,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,next,3761.199999809265,3756.4000000000015,3761.199999809265,3761.199999809265,3756.4000000000015,3761.199999809265,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering street trees, you can pour water in the soil, down the pipe or into the green bag",true,Watering any of these locations will help our trees,sep_blocks
12,1758455602833,21/09/2025 11:53,1758459202833,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,Screen 2,9ngvmk,1,continue,,1961.5999999999985,1961.5999999999985,1961.5999999999985,1961.5999999999985,1961.5999999999985,1961.5999999999985,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
13,1758455605162,21/09/2025 11:53,1758459205162,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,false,2330.7999999999956,2314.0999999999985,2330.7999999999956,2330.7999999999956,2314.0999999999985,2330.7999999999956,1,0,0,,Click Response,false response,9,object-11,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
14,1758455605917,21/09/2025 11:53,1758459205917,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,next,3089,3081.2000000000007,3089,3089,3081.2000000000007,3089,0,0,0,,Click Response,Click To Continue,7,object-22,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
15,1758455607881,21/09/2025 11:53,1758459207881,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,Screen 2,9ngvmk,1,continue,,1967.2000000000007,1967.2000000000007,1967.2000000000007,1967.2000000000007,1967.2000000000007,1967.2000000000007,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
16,1758455609401,21/09/2025 11:53,1758459209401,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,true,1524.500000095366,1517.0999999999985,1524.500000095366,1524.500000095366,1517.0999999999985,1524.500000095366,0,0,0,,Click Response,true response,8,object-13,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
17,1758455610161,21/09/2025 11:53,1758459210161,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,5,test item,test,qfehmk,2,response,next,2284.2999998092637,2275.399999999998,2284.2999998092637,2284.2999998092637,2275.399999999998,2284.2999998092637,0,0,0,,Click Response,Click To Continue,7,object-22,test item,Young trees need up to 8 litres of water a day,false,Young trees need up to 80 litres of water a day,sep_blocks
18,1758455612134,21/09/2025 11:53,1758459212134,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,Screen 2,9ngvmk,1,continue,,1976.8999999999978,1976.8999999999978,1976.8999999999978,1976.8999999999978,1976.8999999999978,1976.8999999999978,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
19,1758455614655,21/09/2025 11:53,1758459214655,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,false,2525.800000000003,2510.9000000000015,2525.800000000003,2525.800000000003,2510.9000000000015,2525.800000000003,0,0,0,,Click Response,false response,9,object-11,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
20,1758455615359,21/09/2025 11:53,1758459215359,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,6,test item,test,qfehmk,2,response,next,3229.800000000003,3213.800000000003,3229.800000000003,3229.800000000003,3213.800000000003,3229.800000000003,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
21,1758455617313,21/09/2025 11:53,1758459217313,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,Screen 2,9ngvmk,1,continue,,1967.0999999999985,1967.0999999999985,1967.0999999999985,1967.0999999999985,1967.0999999999985,1967.0999999999985,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
22,1758455620182,21/09/2025 11:53,1758459220182,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,false,2872.5999998092666,2866.5999999999985,2872.5999998092666,2872.5999998092666,2866.5999999999985,2872.5999998092666,1,0,0,,Click Response,false response,9,object-11,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
23,1758455620858,21/09/2025 11:53,1758459220858,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,7,test item,test,qfehmk,2,response,next,3548.7000001907363,3543,3548.7000001907363,3548.7000001907363,3543,3548.7000001907363,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
24,1758455622830,21/09/2025 11:53,1758459222830,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,Screen 2,9ngvmk,1,continue,,1975.5,1975.5,1975.5,1975.5,1975.5,1975.5,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
25,1758455624936,21/09/2025 11:53,1758459224936,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,true,2107.499999904634,2091.2000000000044,2107.499999904634,2107.499999904634,2091.2000000000044,2107.499999904634,1,0,0,,Click Response,true response,8,object-13,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
26,1758455626112,21/09/2025 11:53,1758459226112,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,8,test item,test,qfehmk,2,response,next,3281.699999999997,3265.0999999999985,3281.699999999997,3281.699999999997,3265.0999999999985,3281.699999999997,0,0,0,,Click Response,Click To Continue,7,object-22,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
27,1758455626114,21/09/2025 11:53,1758459226114,1,21/09/2025 13:53,238955,3,task-3rn9,,49329814,BLINDED,14114592,,complete,,68cfe4b0f047e18d79be5973,computer,Desktop or Laptop,Linux x86_64,Samsung Internet 28.0,384x832,1960x3353,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,END,,,45854,,,,,,,,,,,,,,,,sep_blocks
1,1758455618529,21/09/2025 11:53,1758459218529,1,21/09/2025 13:53,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,,,,,,,info,BEGIN,,,,,,,,,,,,,,,,,,,sep_blocks
2,1758455620495,21/09/2025 11:53,1758459220495,1,21/09/2025 13:53,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,instructions,instr,fd1y9j,1,continue,,1982.356,1976.0559999999998,1982.356,1982.356,1976.0559999999998,1982.356,1,0,0,,Click To Continue,Continue Button,2,object-21,instructions,,,,sep_blocks
3,1758455622477,21/09/2025 11:53,1758459222477,1,21/09/2025 13:53,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,Screen 2,9ngvmk,1,continue,,1983.5,1983.5,1983.5,1983.5,1983.5,1983.5,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
4,1758455625256,21/09/2025 11:53,1758459225256,1,21/09/2025 13:53,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,false,2783.8,2767.5,2783.8,2783.8,2767.5,2783.8,0,0,0,,Click Response,false response,9,object-11,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
5,1758455628174,21/09/2025 11:53,1758459228174,1,21/09/2025 13:53,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,1,test item,test,qfehmk,2,response,next,5702.00000000298,5698.3,5702.00000000298,5702.00000000298,5698.3,5702.00000000298,0,0,0,,Click Response,Click To Continue,7,object-22,test item,The remote Kuril Islands are Russian territories ,true,They are located along the Pacific Ring of Fire ,sep_blocks
6,1758455630152,21/09/2025 11:53,1758459230152,1,21/09/2025 13:53,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,Screen 2,9ngvmk,1,continue,,1980.2999999999993,1980.2999999999993,1980.2999999999993,1980.2999999999993,1980.2999999999993,1980.2999999999993,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
7,1758455632340,21/09/2025 11:53,1758459232340,1,21/09/2025 13:53,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,true,2189.400000002981,2175.800000000001,2189.400000002981,2189.400000002981,2175.800000000001,2189.400000002981,0,0,0,,Click Response,true response,8,object-13,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
8,1758455633698,21/09/2025 11:53,1758459233698,1,21/09/2025 13:53,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,2,test item,test,qfehmk,2,response,next,3547.400000002981,3543,3547.400000002981,3547.400000002981,3543,3547.400000002981,0,0,0,,Click Response,Click To Continue,7,object-22,test item,It is best to water trees when its hot in the middle of the day,false,"Anytime will help, but it's best to water trees in the cooler part of the day, during the morning or evening",sep_blocks
9,1758455635682,21/09/2025 11:53,1758459235682,1,21/09/2025 13:53,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,Screen 2,9ngvmk,1,continue,,1985.2999999999993,1985.2999999999993,1985.2999999999993,1985.2999999999993,1985.2999999999993,1985.2999999999993,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
10,1758455640268,21/09/2025 11:54,1758459240268,1,21/09/2025 13:54,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,false,4589.100000002982,4584.200000000001,4589.100000002982,4589.100000002982,4584.200000000001,4589.100000002982,0,0,0,,Click Response,false response,9,object-11,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
11,1758455641803,21/09/2025 11:54,1758459241803,1,21/09/2025 13:54,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,3,test item,test,qfehmk,2,response,next,6124.300000005962,6118.100000000002,6124.300000005962,6124.300000005962,6118.100000000002,6124.300000005962,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"When watering trees, it is safe to use washing up liquid to water trees",true,Washing up liquid won't harm the trees at all,sep_blocks
12,1758455643785,21/09/2025 11:54,1758459243785,1,21/09/2025 13:54,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,Screen 2,9ngvmk,1,continue,,1984.5,1984.5,1984.5,1984.5,1984.5,1984.5,1,0,0,,Fixation Timing,Fixation,1,object-27,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
13,1758455645898,21/09/2025 11:54,1758459245898,1,21/09/2025 13:54,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,true,2116.7999999999993,2108.7999999999993,2116.7999999999993,2116.7999999999993,2108.7999999999993,2116.7999999999993,0,0,0,,Click Response,true response,8,object-13,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
14,1758455647822,21/09/2025 11:54,1758459247822,1,21/09/2025 13:54,238955,3,task-3rn9,,49329820,BLINDED,14114608,,complete,,68cfe4f6abd297af0a15dca0,mobile,undefined K,Android 10,Chrome 140.0.0.0,528x1174,527x1010,,,0,Memory Test,5,Spreadsheet1,Spreadsheet1,4,test item,test,qfehmk,2,response,next,4039.2999999999993,4031,4039.2999999999993,4039.2999999999993,4031,4039.2999999999993,0,0,0,,Click Response,Click To Continue,7,object-22,test item,"In the first of a series of swaps, Kyle traded a red paper-clip for a pair of flip flops",false,"His first swap was for a novelty pen, and his last was for a house. ",sep_blocks
